EMPLOYEE_ID,FULL_NAME,DATE_OF_BIRTH,GENDER,SALARY,START_DATE,TERMINATION_DATE,DEPARTMENT_ID
E000635,Dang Dinh Minh,1988-04-28,Nam,7000000,2018-01-03,2019-02-10,D046
E000636,Dang Hoai Thi,1995-12-16,Nam,7000000,2018-08-03,2019-08-21,D046
E000637,Vu Hoai Minh,1995-10-28,Nam,7000000,2018-12-12,2022-02-08,D046
E000638,Hoang Thu Linh,1982-10-22,Nu,7000000,2016-01-21,,D046
E000639,Le Dinh Duc,1991-07-21,Nam,7000000,2021-05-14,,D046
E000640,Dang Thu Anh,1991-11-19,Nam,7000000,2019-10-08,2020-10-17,D046
E000641,Bui Ngoc Thanh,1983-01-18,Nu,7000000,2020-09-06,,D046
E000642,Vu Ngoc Minh,1999-06-24,Nu,7000000,2021-04-02,2023-06-15,D046
E000643,Tran Khoa Van,1993-12-17,Nam,9000000,2019-07-17,2021-08-11,D047
E000644,Hoang Thuy Thanh,1992-11-18,Nu,9000000,2021-02-10,2023-07-05,D047
E000645,Nguyen Thu Duc,1971-03-22,Nam,9000000,2017-07-09,,D047
E000646,Tran Khoa Thi,2000-05-01,Nu,9000000,2019-04-18,,D047
E000647,Le Huu Quang,1994-08-23,Nu,9000000,2021-06-18,2021-06-19,D047
E000648,Vu Dinh Thi,1997-04-19,Nu,9000000,2017-06-15,,D047
E000649,Tran Thuy Van,1994-12-02,Nam,9000000,2017-03-01,2021-06-25,D047
E000650,Tran Thu Minh,1972-05-16,Nam,9000000,2022-08-23,,D047
E000651,Tran Huu Quang,1975-11-02,Nam,9000000,2020-04-19,2023-01-07,D047
E000652,Nguyen Hoai Quang,1978-08-07,Nu,9000000,2020-12-26,,D047
E000653,Le Hoai Thanh,1987-12-16,Nam,9000000,2020-10-14,2020-10-15,D047
E000654,Hoang Dinh Thanh,1980-04-02,Nu,9000000,2015-02-21,2021-09-07,D047
E000655,Nguyen Hai Duc,1999-11-21,Nam,9000000,2019-07-20,,D047
E000656,Vu Khoa Thanh,1998-12-03,Nam,9000000,2017-07-08,2022-10-25,D047
E000657,Tran Khoa Anh,1988-07-02,Nam,9000000,2021-07-06,2022-09-24,D047
E000658,Pham Thu Thanh,1971-10-15,Nam,9000000,2016-05-09,,D047
E000659,Le Thuy Van,1988-12-10,Nam,9000000,2021-10-04,2021-11-19,D047
E000660,Dang Ngoc Thanh,1989-11-13,Nu,9000000,2018-04-15,,D047
E000661,Nguyen Hoai Duc,1992-02-07,Nam,10000000,2021-10-22,,D048
E000662,Tran Ngoc Linh,1998-12-28,Nam,10000000,2015-07-16,2016-12-20,D048
E000663,Hoang Hoai Quang,1970-02-24,Nu,10000000,2016-07-06,,D048
E000664,Pham Thuy Minh,1982-07-19,Nam,10000000,2020-05-19,,D048
E000665,Dang Thuy Quang,1990-02-10,Nam,10000000,2020-12-02,2023-01-03,D048
E000666,Le Thu Minh,1999-01-14,Nam,10000000,2017-07-19,2021-01-17,D048
E000667,Bui Hoai Duc,1983-02-06,Nu,10000000,2021-06-04,,D048
E000668,Pham Huu Duc,1974-01-18,Nam,10000000,2016-06-22,,D048
E000669,Pham Thu Quang,1976-11-24,Nu,10000000,2021-08-10,2022-06-23,D048
E000670,Hoang Thu Minh,1989-08-02,Nu,10000000,2017-09-16,2020-02-11,D048
E000671,Tran Dinh Minh,1993-05-04,Nu,10000000,2019-03-21,2021-07-09,D048
E000672,Dang Thuy Minh,1975-09-12,Nam,10000000,2018-03-05,2020-12-23,D048
E000673,Pham Dinh Thi,1984-05-02,Nu,10000000,2016-12-24,,D048
E000674,Dang Hoai Minh,1976-11-24,Nu,15000000,2020-03-10,,D049
E000675,Tran Thuy Duc,1981-06-20,Nam,20000000,2019-02-12,2021-04-16,D050
E000676,Tran Hai Quang,1995-04-05,Nam,20000000,2021-02-11,,D050
E000677,Dang Hai Quang,1979-08-22,Nam,20000000,2022-03-05,,D050
E000678,Le Thuy Linh,1988-05-17,Nu,20000000,2018-08-07,2023-02-03,D050
E000679,Vu Huu Minh,1981-09-02,Nu,20000000,2021-05-01,,D050
E000680,Hoang Hoai Thanh,1977-08-26,Nu,20000000,2022-06-28,2022-07-19,D050
E000681,Vu Ngoc Minh,1993-09-07,Nam,20000000,2018-01-20,,D050
E000682,Dang Ngoc Minh,1979-03-27,Nu,20000000,2019-11-15,,D050
E000683,Nguyen Hai Duc,1999-05-24,Nu,20000000,2018-01-18,2018-08-28,D050
E000684,Tran Thu Duc,1971-12-04,Nu,20000000,2018-07-22,2019-01-28,D050
E000685,Dang Thu Minh,1985-02-26,Nam,20000000,2018-08-07,2018-08-08,D050
E000686,Dang Hai Van,1997-04-21,Nu,20000000,2020-08-23,2022-09-15,D050
E000687,Tran Dinh Thanh,1995-12-05,Nam,20000000,2019-12-19,,D050
E000688,Bui Hai Minh,1990-10-19,Nam,20000000,2021-10-11,2021-10-11,D050
E000689,Hoang Hai Anh,1974-04-01,Nam,20000000,2018-08-24,2022-06-14,D050
E000690,Nguyen Ngoc Duc,1974-06-02,Nu,20000000,2022-09-13,,D050
E000691,Nguyen Thuy Quang,1992-02-23,Nam,20000000,2022-06-04,,D050
E000692,Vu Ngoc Van,1974-09-20,Nam,8000000,2017-07-01,,D051
E000693,Dang Hai Thanh,1975-08-03,Nu,8000000,2019-05-19,,D051
E000694,Pham Hoai Linh,1995-01-24,Nam,8000000,2018-11-23,2021-06-13,D051
E000695,Hoang Hai Duc,1991-10-04,Nam,8000000,2020-06-11,2021-04-24,D051
E000696,Tran Huu Quang,1999-03-02,Nam,8000000,2020-03-28,,D051
E000697,Pham Huu Linh,1982-11-22,Nam,8000000,2018-07-01,,D051
E000698,Bui Thu Van,1983-09-21,Nam,8000000,2015-02-15,,D051
E000699,Bui Thu Thanh,1971-09-10,Nu,8000000,2018-01-17,,D051
E000700,Bui Thuy Quang,1991-06-24,Nam,8000000,2018-05-07,2018-05-08,D051
E000701,Le Hoai Anh,1993-02-27,Nu,8000000,2017-06-05,2022-11-03,D051
E000702,Le Khoa Quang,1992-02-03,Nam,8000000,2016-03-27,2021-04-24,D051
E000703,Le Dinh Linh,1980-01-15,Nam,8000000,2017-01-01,,D051
E000704,Nguyen Dinh Thi,1986-01-15,Nu,8000000,2021-05-07,,D051
E000705,Vu Hai Linh,1973-03-08,Nu,8000000,2018-11-23,,D051
E000706,Tran Khoa Van,1971-02-23,Nu,8000000,2015-07-23,2023-11-27,D051
E000707,Nguyen Thu Thanh,1986-11-17,Nam,17000000,2015-07-23,2017-05-25,D052
E000708,Pham Hoai Thanh,1994-10-13,Nu,17000000,2017-08-22,,D052
E000709,Pham Ngoc Linh,1997-03-27,Nu,17000000,2017-07-17,2019-02-18,D052
E000710,Dang Thuy Linh,2000-08-16,Nam,17000000,2021-03-22,,D052
E000711,Nguyen Hai Minh,1997-11-06,Nam,17000000,2022-07-23,2022-07-24,D052
E000712,Vu Huu Minh,2000-09-25,Nam,17000000,2015-07-21,2023-04-20,D052
E000713,Le Khoa Thanh,1995-09-20,Nu,17000000,2016-05-07,,D052
E000714,Nguyen Hai Thi,1987-06-03,Nu,17000000,2016-01-20,2016-03-04,D052
E000715,Tran Hai Duc,1971-07-21,Nu,17000000,2022-02-07,2023-07-17,D052
E000716,Tran Thuy Anh,1971-01-12,Nam,17000000,2021-02-18,2023-04-07,D052
E000717,Vu Hai Van,1983-12-04,Nam,17000000,2020-11-02,2022-10-20,D052
E000718,Vu Hai Quang,1993-02-07,Nu,17000000,2020-11-27,,D052
E000719,Hoang Dinh Duc,1971-06-12,Nam,17000000,2019-09-13,2019-09-14,D052
E000720,Dang Khoa Quang,1979-11-16,Nu,17000000,2017-12-24,,D052
E000721,Vu Ngoc Anh,1975-08-14,Nam,17000000,2021-09-28,,D052
E000722,Pham Hoai Minh,1984-01-16,Nam,11000000,2015-04-14,,D053
E000723,Bui Thu Linh,1999-05-22,Nam,11000000,2021-11-11,,D053
E000724,Nguyen Hoai Linh,1980-03-04,Nu,11000000,2022-12-08,2022-12-09,D053
E000725,Pham Khoa Anh,1989-12-08,Nam,11000000,2021-09-15,2023-02-09,D053
E000726,Vu Khoa Van,1977-08-20,Nu,11000000,2021-03-02,,D053
E000727,Pham Hai Quang,2000-07-12,Nam,11000000,2022-08-09,,D053
E000728,Hoang Thuy Thanh,1975-09-22,Nam,11000000,2022-07-06,2022-09-18,D053
E000729,Nguyen Hoai Anh,1979-03-15,Nam,11000000,2019-10-09,2022-04-03,D053
E000730,Bui Ngoc Anh,1998-04-28,Nu,11000000,2022-12-21,2023-05-19,D053
E000731,Vu Huu Anh,1988-01-09,Nu,11000000,2020-08-14,2020-12-10,D053
E000732,Nguyen Hoai Anh,1977-09-14,Nu,7000000,2021-11-05,,D054
E000733,Nguyen Ngoc Duc,1981-01-11,Nam,7000000,2017-03-21,2022-01-18,D054
E000734,Tran Thuy Thanh,1973-04-01,Nu,7000000,2017-05-23,2020-05-22,D054
E000735,Tran Ngoc Duc,1980-07-14,Nam,7000000,2020-11-06,,D054
E000736,Dang Thu Minh,1970-11-10,Nam,7000000,2017-05-11,,D054
E000737,Tran Ngoc Linh,1992-08-02,Nam,7000000,2021-10-11,2022-04-03,D054
E000738,Hoang Hai Duc,1979-02-15,Nam,7000000,2022-12-11,2022-12-12,D054
E000739,Hoang Thuy Anh,1976-06-03,Nu,7000000,2015-06-17,,D054
E000740,Tran Khoa Quang,1981-02-09,Nu,7000000,2015-01-25,,D054
E000741,Vu Ngoc Thi,1976-12-23,Nu,7000000,2017-04-07,2021-09-11,D054
E000742,Le Khoa Quang,1981-06-12,Nam,7000000,2021-02-14,2021-02-15,D054
E000743,Tran Khoa Van,1984-01-23,Nu,7000000,2022-04-17,,D054
E000744,Tran Huu Linh,1992-08-18,Nam,7000000,2019-06-26,,D054
E000745,Dang Thuy Van,1989-10-01,Nu,7000000,2019-11-21,,D054
E000746,Dang Dinh Quang,1985-12-08,Nu,7000000,2019-06-10,,D054
E000747,Bui Dinh Thi,1995-06-17,Nu,7000000,2017-03-28,,D054
E000748,Hoang Hai Minh,1998-07-21,Nu,9000000,2015-11-04,,D055
E000749,Bui Hai Quang,1999-11-07,Nam,9000000,2019-11-20,2021-11-23,D055
E000750,Tran Hoai Duc,1975-01-19,Nu,9000000,2015-02-10,2020-12-15,D055
E000751,Tran Dinh Thanh,1976-10-27,Nu,9000000,2016-01-27,,D055
E000752,Nguyen Hai Minh,1981-07-17,Nu,9000000,2019-02-07,,D055
E000753,Le Huu Duc,1996-06-23,Nu,9000000,2018-06-01,2022-02-19,D055
E000754,Pham Khoa Anh,1980-03-05,Nam,9000000,2015-11-23,,D055
E000755,Vu Thuy Linh,1988-05-12,Nam,9000000,2019-01-25,,D055
E000756,Bui Thu Minh,1973-02-07,Nam,9000000,2020-04-14,2021-01-26,D055
E000757,Bui Khoa Minh,1981-07-08,Nu,9000000,2021-04-07,,D055
E000758,Hoang Hai Minh,1981-09-23,Nam,9000000,2015-05-03,,D055
E000759,Hoang Thuy Thi,1977-09-08,Nu,9000000,2015-11-28,,D055
E000760,Dang Hoai Anh,1976-02-26,Nu,9000000,2020-08-09,,D055
E000761,Hoang Hai Linh,1984-02-17,Nam,9000000,2016-09-19,2021-11-05,D055
E000762,Tran Huu Quang,1975-08-01,Nam,9000000,2018-04-23,,D055
E000763,Dang Huu Linh,1988-07-26,Nam,9000000,2016-04-21,2019-09-24,D055
E000764,Tran Huu Linh,1999-02-03,Nu,9000000,2018-06-14,,D055
E000765,Dang Thu Anh,1981-04-15,Nam,9000000,2020-12-12,,D055
E000766,Tran Hai Thi,1996-07-23,Nam,10000000,2020-11-04,2020-11-05,D056
E000767,Nguyen Hoai Duc,1973-08-12,Nam,10000000,2021-02-18,,D056
E000768,Nguyen Ngoc Thanh,1970-10-27,Nam,10000000,2017-07-04,,D056
E000769,Dang Thu Quang,1986-06-28,Nu,10000000,2015-09-22,,D056
E000770,Pham Ngoc Thi,1981-04-01,Nu,10000000,2017-01-12,2022-12-19,D056
E000771,Tran Khoa Quang,1974-12-10,Nam,10000000,2021-08-15,,D056
E000772,Bui Hoai Minh,1996-07-24,Nu,10000000,2018-10-27,2023-08-07,D056
E000773,Tran Khoa Linh,1985-05-13,Nu,10000000,2019-12-02,,D056
E000774,Tran Hoai Linh,1979-02-02,Nu,10000000,2022-12-13,,D056
E000775,Tran Huu Thanh,1979-07-26,Nam,10000000,2021-12-10,2023-02-13,D056
E000776,Tran Hai Thanh,1986-06-09,Nam,10000000,2020-10-16,,D056
E000777,Bui Hoai Thanh,1992-12-13,Nu,10000000,2018-12-27,2019-03-08,D056
E000778,Pham Thuy Thanh,1985-11-26,Nam,10000000,2018-03-04,,D056
E000779,Le Ngoc Linh,1995-07-05,Nam,10000000,2019-07-05,,D056
E000780,Bui Khoa Thi,1984-06-14,Nu,10000000,2017-04-24,2022-01-05,D056
E000781,Le Thuy Duc,1977-09-04,Nam,10000000,2016-07-25,,D056
E000782,Dang Ngoc Minh,1997-04-19,Nu,10000000,2022-12-15,,D056
E000783,Dang Ngoc Thanh,1988-08-03,Nam,15000000,2019-04-04,2020-10-20,D057
E000784,Hoang Khoa Quang,1987-04-21,Nu,20000000,2019-06-24,,D058
E000785,Dang Hai Anh,1995-08-08,Nu,20000000,2021-09-14,2022-01-03,D058
E000786,Tran Khoa Thi,1986-03-19,Nu,20000000,2018-09-11,2018-12-16,D058
E000787,Pham Dinh Duc,1980-05-11,Nam,20000000,2016-08-01,2020-02-10,D058
E000788,Tran Khoa Anh,1985-01-05,Nu,20000000,2017-05-02,,D058
E000789,Le Hoai Duc,1996-09-16,Nu,20000000,2018-10-23,2019-08-12,D058
E000790,Pham Thuy Duc,1987-09-26,Nam,20000000,2022-12-22,2022-12-23,D058
E000791,Vu Ngoc Duc,1985-05-09,Nu,20000000,2015-06-01,2016-10-25,D058
E000792,Pham Hoai Duc,1979-07-19,Nam,20000000,2016-01-02,2018-02-18,D058
E000793,Hoang Dinh Thi,1980-04-03,Nu,20000000,2016-03-09,,D058
E000794,Bui Dinh Thi,1971-05-07,Nam,8000000,2016-12-09,,D059
E000795,Nguyen Thu Anh,1974-05-18,Nam,8000000,2018-09-13,2022-12-14,D059
E000796,Dang Hoai Duc,1971-11-27,Nu,8000000,2021-05-19,,D059
E000797,Pham Ngoc Quang,1995-02-22,Nam,8000000,2017-06-02,2021-03-24,D059
E000798,Nguyen Hoai Van,1982-12-21,Nam,8000000,2018-06-18,2021-04-21,D059
E000799,Dang Khoa Van,1992-02-23,Nu,8000000,2022-07-28,2023-04-22,D059
E000800,Bui Dinh Van,1971-05-20,Nu,8000000,2017-07-03,2017-07-04,D059
E000801,Vu Thuy Anh,1993-02-02,Nam,8000000,2015-08-24,,D059
E000802,Nguyen Thuy Van,1983-12-23,Nam,8000000,2015-06-28,2015-07-03,D059
E000803,Nguyen Dinh Anh,1992-09-15,Nu,8000000,2019-05-21,2021-04-19,D059
E000804,Dang Thuy Anh,1970-01-05,Nu,8000000,2022-09-27,,D059
E000805,Dang Thuy Quang,1973-10-09,Nu,8000000,2017-03-03,2020-12-16,D059
E000806,Hoang Thuy Thanh,1988-07-05,Nu,8000000,2019-12-25,2020-09-11,D059
E000807,Le Thu Duc,1976-01-03,Nu,8000000,2019-08-25,2020-04-26,D059
E000808,Bui Dinh Minh,1981-10-07,Nu,8000000,2020-09-01,2023-07-13,D059
E000809,Pham Hoai Duc,1993-10-10,Nu,8000000,2021-10-25,,D059
E000810,Tran Hai Van,1993-02-18,Nam,17000000,2015-03-24,,D060
E000811,Tran Hoai Anh,1994-03-09,Nam,17000000,2022-06-02,,D060
E000812,Hoang Huu Duc,1972-04-28,Nu,17000000,2017-08-15,,D060
E000813,Le Thu Van,1971-10-12,Nu,17000000,2022-08-18,,D060
E000814,Bui Khoa Thanh,1995-04-10,Nu,17000000,2019-02-01,,D060
E000815,Dang Khoa Minh,1981-03-13,Nu,17000000,2021-11-08,,D060
E000816,Nguyen Hoai Van,1999-09-14,Nam,17000000,2016-01-15,,D060
E000817,Dang Hai Thanh,1990-06-02,Nam,17000000,2021-09-04,2021-09-05,D060
E000818,Hoang Ngoc Duc,1979-12-02,Nu,17000000,2020-01-01,,D060
E000819,Vu Hoai Linh,1980-02-24,Nam,17000000,2021-10-01,,D060
E000820,Hoang Thuy Van,1976-03-22,Nam,17000000,2015-06-08,,D060
E000821,Tran Ngoc Duc,1997-07-01,Nam,17000000,2017-06-15,2021-09-01,D060
E000822,Le Hai Minh,1981-02-16,Nu,17000000,2019-11-11,,D060
E000823,Le Huu Minh,1996-01-12,Nu,17000000,2021-06-14,2021-09-28,D060
E000824,Bui Thuy Van,1999-03-07,Nu,17000000,2021-04-15,2023-04-08,D060
E000825,Le Thu Thanh,1998-11-22,Nu,11000000,2017-08-09,,D061
E000826,Le Hoai Thi,1978-01-28,Nam,11000000,2017-02-20,,D061
E000827,Dang Huu Thi,1970-11-23,Nu,11000000,2018-12-17,2021-09-18,D061
E000828,Vu Huu Thanh,1988-10-01,Nu,11000000,2020-08-21,,D061
E000829,Le Hai Minh,1997-02-09,Nu,11000000,2015-01-18,2023-01-01,D061
E000830,Tran Thuy Minh,1984-02-09,Nu,11000000,2015-12-08,,D061
E000831,Pham Hai Minh,1988-10-03,Nam,11000000,2016-03-04,2017-05-15,D061
E000832,Bui Thuy Thanh,1990-04-12,Nam,11000000,2015-06-19,2023-02-26,D061
E000833,Nguyen Khoa Van,1972-12-02,Nu,11000000,2019-06-06,2022-12-03,D061
E000834,Hoang Huu Thanh,1980-03-21,Nam,11000000,2022-12-18,2023-05-16,D061
E000835,Tran Hai Thanh,1984-06-21,Nam,11000000,2018-06-04,,D061
E000836,Bui Khoa Thanh,1983-11-10,Nu,11000000,2015-12-06,2019-05-11,D061
E000837,Pham Khoa Van,1983-06-09,Nam,11000000,2021-08-20,,D061
E000838,Vu Thu Linh,1987-11-20,Nu,11000000,2017-08-03,2022-06-15,D061
E000839,Nguyen Hoai Minh,1971-04-25,Nam,11000000,2019-08-01,2023-07-23,D061
E000840,Tran Khoa Linh,1988-08-24,Nu,11000000,2018-02-15,,D061
E000841,Vu Khoa Anh,1990-12-28,Nam,11000000,2021-03-28,,D061
E000842,Dang Huu Van,1995-01-22,Nam,11000000,2015-01-09,2017-05-11,D061
E000843,Bui Ngoc Anh,1974-03-10,Nam,11000000,2022-11-25,,D061
E000844,Hoang Thuy Minh,1985-09-22,Nu,11000000,2016-07-22,2021-07-23,D061
E000845,Bui Ngoc Thi,1997-11-24,Nu,7000000,2021-07-09,,D062
E000846,Le Thuy Quang,1994-07-27,Nu,7000000,2018-11-10,,D062
E000847,Pham Thuy Thi,1988-02-28,Nam,7000000,2019-07-13,2020-04-15,D062
E000848,Hoang Thu Thi,1972-10-25,Nu,7000000,2016-05-14,,D062
E000849,Nguyen Hoai Thi,1977-01-15,Nu,7000000,2015-03-04,,D062
E000850,Le Ngoc Quang,1981-06-03,Nu,7000000,2021-12-04,2021-12-05,D062
E000851,Hoang Dinh Linh,1987-03-06,Nu,7000000,2015-10-10,,D062
E000852,Pham Hoai Van,1974-07-09,Nam,7000000,2019-02-25,,D062
E000853,Bui Huu Anh,1979-07-10,Nam,7000000,2015-01-16,,D062
E000854,Nguyen Dinh Anh,1988-05-20,Nu,7000000,2021-01-07,,D062
E000855,Tran Khoa Minh,1993-12-14,Nu,7000000,2019-04-28,,D062
E000856,Pham Thuy Linh,1979-08-04,Nam,7000000,2015-01-10,,D062
E000857,Hoang Huu Van,1996-11-11,Nu,7000000,2015-04-24,2019-07-15,D062
E000858,Vu Khoa Thi,1992-11-19,Nu,7000000,2022-08-28,2022-08-28,D062
E000859,Pham Dinh Duc,1993-02-17,Nam,7000000,2017-07-19,2019-09-19,D062
E000860,Dang Hoai Van,1977-03-20,Nam,7000000,2016-12-17,,D062
E000861,Vu Khoa Minh,1976-11-06,Nam,7000000,2015-12-01,,D062
E000862,Hoang Khoa Anh,1993-05-24,Nu,7000000,2020-10-04,,D062
E000863,Dang Thuy Minh,1988-10-26,Nu,7000000,2020-02-25,,D062
E000864,Dang Hai Van,1991-06-11,Nam,7000000,2019-07-13,,D062
E000865,Hoang Khoa Quang,1972-06-02,Nu,9000000,2015-05-04,2017-04-18,D063
E000866,Dang Huu Anh,1984-12-11,Nam,9000000,2019-08-05,,D063
E000867,Tran Huu Duc,1973-02-22,Nu,9000000,2015-10-22,,D063
E000868,Pham Huu Duc,1975-01-26,Nam,9000000,2016-11-08,,D063
E000869,Bui Thu Thanh,1978-03-13,Nam,9000000,2018-06-05,2018-12-27,D063
E000870,Nguyen Ngoc Van,1971-12-05,Nam,9000000,2017-11-01,,D063
E000871,Hoang Khoa Duc,1994-01-14,Nu,9000000,2015-09-19,2023-06-19,D063
E000872,Pham Dinh Duc,1974-07-28,Nam,9000000,2020-10-16,,D063
E000873,Tran Hoai Minh,1971-06-16,Nam,9000000,2016-11-07,,D063
E000874,Pham Dinh Thanh,1985-11-07,Nu,9000000,2015-04-16,,D063
E000875,Hoang Hoai Anh,1983-02-04,Nam,9000000,2016-09-21,,D063
E000876,Vu Ngoc Thanh,1998-10-27,Nam,9000000,2018-05-09,2021-05-26,D063
E000877,Bui Thuy Quang,1972-12-01,Nu,9000000,2016-03-05,,D063
E000878,Dang Huu Duc,1996-07-27,Nam,9000000,2017-06-20,,D063
E000879,Vu Thu Van,1983-01-06,Nu,9000000,2017-06-16,,D063
E000880,Dang Thuy Quang,1972-03-14,Nam,9000000,2019-09-20,,D063
E000881,Nguyen Hoai Anh,1983-09-20,Nam,9000000,2020-06-10,,D063
E000882,Nguyen Huu Anh,1990-04-03,Nam,9000000,2017-10-15,,D063
E000883,Bui Hoai Van,1996-07-05,Nam,9000000,2018-05-20,,D063
E000884,Nguyen Huu Minh,1971-01-16,Nu,10000000,2021-08-13,,D064
E000885,Tran Dinh Linh,1999-04-20,Nu,10000000,2019-07-13,2020-08-19,D064
E000886,Pham Huu Duc,1993-05-21,Nam,10000000,2015-03-02,2019-04-03,D064
E000887,Nguyen Thuy Anh,1974-07-27,Nam,10000000,2022-10-08,2023-06-28,D064
E000888,Dang Thuy Linh,1980-10-24,Nu,10000000,2018-05-25,,D064
E000889,Le Thu Quang,1984-11-17,Nam,10000000,2019-07-13,,D064
E000890,Dang Thuy Thi,1973-01-07,Nu,10000000,2020-02-16,2023-01-25,D064
E000891,Le Thuy Thi,1991-12-02,Nu,10000000,2022-09-14,,D064
E000892,Tran Thu Thi,1982-02-10,Nu,10000000,2018-01-19,,D064
E000893,Vu Khoa Duc,1993-02-23,Nam,10000000,2021-08-08,,D064
E000894,Bui Khoa Anh,1997-12-02,Nu,15000000,2015-11-09,,D065
E000895,Dang Khoa Quang,1998-10-23,Nam,20000000,2016-03-20,2020-02-03,D066
E000896,Vu Ngoc Thanh,1991-12-20,Nu,20000000,2018-08-20,,D066
E000897,Nguyen Khoa Linh,1996-05-05,Nu,20000000,2021-07-23,,D066
E000898,Le Ngoc Linh,1993-07-23,Nam,20000000,2019-02-22,,D066
E000899,Dang Thu Quang,1991-05-17,Nam,20000000,2020-06-10,,D066
E000900,Vu Ngoc Van,1992-10-04,Nu,20000000,2021-04-05,,D066
E000901,Le Hoai Duc,1993-07-11,Nu,20000000,2015-07-20,,D066
E000902,Vu Hai Thi,1970-06-11,Nam,20000000,2019-07-26,2022-02-16,D066
E000903,Tran Thu Anh,1986-03-07,Nam,20000000,2015-12-24,2020-08-08,D066
E000904,Bui Dinh Anh,1988-07-13,Nu,20000000,2017-01-10,,D066
E000905,Bui Hai Duc,1989-12-04,Nam,20000000,2020-05-02,2020-08-13,D066
E000906,Bui Thu Van,1972-11-08,Nu,20000000,2017-07-17,,D066
E000907,Pham Hoai Van,2000-07-13,Nu,20000000,2019-12-23,,D066
E000908,Bui Hoai Thanh,1990-06-19,Nam,8000000,2021-10-23,,D067
E000909,Vu Dinh Thi,1999-02-10,Nam,8000000,2015-11-04,,D067
E000910,Bui Thu Minh,1986-02-17,Nu,8000000,2016-04-19,,D067
E000911,Le Huu Thi,1996-03-18,Nam,8000000,2021-11-08,2023-05-12,D067
E000912,Bui Thu Thi,1979-04-23,Nam,8000000,2016-09-11,,D067
E000913,Nguyen Hai Anh,1987-07-04,Nu,8000000,2019-03-05,2021-03-17,D067
E000914,Vu Huu Minh,1975-10-26,Nam,8000000,2021-03-05,2023-03-07,D067
E000915,Tran Hoai Quang,1984-03-21,Nam,8000000,2018-01-14,,D067
E000916,Le Thuy Thanh,1970-12-06,Nam,8000000,2017-01-09,,D067
E000917,Pham Khoa Thi,1981-07-02,Nam,8000000,2022-08-23,,D067
E000918,Pham Dinh Linh,1988-04-10,Nam,8000000,2019-02-06,2021-01-25,D067
E000919,Vu Hoai Anh,1978-10-17,Nu,8000000,2015-11-25,,D067
E000920,Bui Ngoc Van,1991-03-28,Nu,8000000,2018-04-10,,D067
E000921,Dang Huu Van,1984-03-17,Nu,8000000,2015-02-18,,D067
E000922,Vu Khoa Anh,1981-04-25,Nam,8000000,2020-11-23,,D067
E000923,Hoang Thuy Minh,1979-10-03,Nu,8000000,2016-08-18,2017-05-20,D067
E000924,Pham Ngoc Minh,1996-03-10,Nu,8000000,2019-02-19,2019-05-02,D067
E000925,Vu Khoa Thi,1981-09-26,Nu,8000000,2020-11-27,,D067
E000926,Nguyen Huu Quang,1994-06-05,Nu,17000000,2022-03-12,,D068
E000927,Tran Hai Anh,1978-02-13,Nu,17000000,2022-02-15,2023-04-22,D068
E000928,Tran Dinh Minh,1996-11-23,Nu,17000000,2018-11-14,,D068
E000929,Vu Ngoc Linh,1987-07-14,Nam,17000000,2017-11-16,,D068
E000930,Pham Thu Thanh,2000-06-17,Nu,17000000,2015-08-06,,D068
E000931,Le Thuy Quang,1975-01-03,Nam,17000000,2021-12-18,2021-12-19,D068
E000932,Hoang Khoa Anh,1987-04-28,Nam,17000000,2015-08-17,,D068
E000933,Dang Thuy Quang,1978-06-16,Nu,17000000,2022-03-13,,D068
E000934,Dang Ngoc Duc,1986-07-19,Nam,17000000,2016-09-03,,D068
E000935,Le Thuy Thi,1995-11-16,Nu,17000000,2017-11-02,,D068
E000936,Nguyen Hoai Anh,1970-07-21,Nam,17000000,2022-10-28,2022-10-28,D068
E000937,Vu Dinh Thanh,1997-05-23,Nam,17000000,2020-10-15,,D068
E000938,Vu Ngoc Duc,1982-11-10,Nam,17000000,2020-09-10,2021-07-02,D068
E000939,Vu Ngoc Thanh,1972-10-06,Nu,17000000,2019-04-22,2023-09-24,D068
E000940,Bui Dinh Thanh,1994-08-11,Nam,17000000,2020-08-25,,D068
E000941,Dang Khoa Duc,1972-10-14,Nam,17000000,2018-07-28,2023-06-03,D068
E000942,Nguyen Hai Quang,1994-06-07,Nam,11000000,2021-05-20,,D069
E000943,Bui Dinh Duc,1997-05-24,Nam,11000000,2021-08-07,,D069
E000944,Nguyen Dinh Van,1995-10-03,Nam,11000000,2015-03-16,2021-04-26,D069
E000945,Vu Hai Van,1988-03-14,Nu,11000000,2020-10-13,,D069
E000946,Tran Dinh Van,1989-07-17,Nam,11000000,2017-12-22,2021-04-22,D069
E000947,Pham Hoai Minh,1972-09-17,Nam,11000000,2021-03-20,2023-06-07,D069
E000948,Dang Hoai Duc,1985-02-16,Nu,11000000,2020-05-15,,D069
E000949,Tran Ngoc Duc,1995-04-16,Nam,11000000,2017-09-19,2022-01-15,D069
E000950,Nguyen Khoa Thanh,1986-02-09,Nu,11000000,2022-09-24,,D069
E000951,Bui Hai Anh,1970-02-05,Nu,11000000,2016-08-18,,D069
E000952,Le Dinh Minh,1987-11-23,Nam,11000000,2015-11-06,2015-11-07,D069
